date,location,avgtemp_c,totalprecip_mm,avghumidity,uv,bodyweight (gm/bird),feedintake (gm/bird/day),waterintake (ml/bird/day)
2021-08-16,Mezali,25.4,16.07,92,6,484,57,49
2021-08-23,Mezali,27.7,3.5,77,7,809,83,79
2021-08-30,Mezali,25.9,0.8,88,6,"1,185",102,105
2021-09-06,Mezali,25.2,4.7,89,6,"2,254",154,162
2021-09-13,Mezali,25.7,5.7,89,7,185,21,22
2021-09-20,Mezali,26.8,5.97,84,7,451,56,51
2021-09-27,Mezali,25.1,55.45,90,6,"1,051",86,80
2021-10-04,Mezali,26.3,1.1,88,7,"1,430",95,115
2021-10-11,Mezali,27.2,15.1,87,7,"2,159",165,144
2021-10-18,Mezali,24.2,3.71,96,6,175,19,26
2021-10-25,Mezali,25.8,1.39,88,7,523,53,40
2021-11-01,Mezali,25.8,0,87,7,"1,037",93,67
2021-11-08,Mezali,25.8,0,79,8,"1,600",134,132
2021-11-15,Mezali,26.5,1.07,84,7,"2,161",155,141
2021-11-22,Mezali,26.6,0,79,8,208,19,25
2021-11-29,Mezali,24.7,0,71,8,459,51,40
2021-12-06,Mezali,24.2,0,71,7,838,96,85
2021-12-13,Mezali,24.7,0,71,7,"1,653",96,137
2021-12-20,Mezali,23.3,0,63,7,"2,234",157,164
2021-12-27,Mezali,21.9,0,58,7,211,20,20
2022-01-03,Mezali,23.7,0,50,8,470,53,45
2022-01-10,Mezali,24.2,0,43,8,"1,002",79,93
2022-01-17,Mezali,23.7,0,54,8,"1,673",117,123
2022-01-24,Mezali,22.8,0,41,8,"2,184",161,143
2022-01-31,Mezali,21.1,0,41,8,184,23,26
2022-02-07,Mezali,22,0,29,8,493,50,42
2022-02-14,Mezali,24.2,0,26,8,983,76,81
2022-02-21,Mezali,25.9,0,29,8,"1,447",117,108
2022-02-28,Mezali,27.9,0,16,9,"2,163",184,170
2022-03-07,Mezali,29.8,0,22,9,215,26,21
2022-03-14,Mezali,32.3,0,22,10,490,59,48
2022-03-21,Mezali,27.4,0,71,7,"1,073",80,75
2022-03-28,Mezali,30.7,0,44,9,"1,592",114,108
2022-04-04,Mezali,29.8,0.1,50,8,"2,163",162,181
2022-04-11,Mezali,31.2,0,48,9,187,23,19
2022-04-18,Mezali,32.5,0,45,10,448,55,52
2022-04-25,Mezali,33.3,0,50,10,922,93,77
2022-05-02,Mezali,33.1,0.3,46,9,"1,629",102,136
2022-05-09,Mezali,27.3,5.4,75,6,"2,206",155,171
2022-05-16,Mezali,30.6,1.4,57,8,221,21,25
2022-05-23,Mezali,28.6,14.5,65,7,530,56,56
2022-05-30,Mezali,29.2,13,67,7,"1,056",71,73
2022-06-06,Mezali,28.5,3.4,60,7,"1,477",96,109
2022-06-13,Mezali,27.6,7.2,71,7,"2,273",140,181
2022-06-20,Mezali,27.7,2.3,69,7,179,26,24
2022-06-27,Mezali,27.6,11.5,72,7,539,50,44
2022-07-04,Mezali,27.6,7.3,78,7,987,86,83
2022-07-11,Mezali,26.7,10.3,80,7,"1,380",120,100
2022-07-18,Mezali,28.3,8.1,72,7,"1,996",170,167
2022-07-25,Mezali,28.1,1.3,74,7,218,26,25
2022-08-01,Mezali,28,4.21,77,7,491,58,51
2022-08-08,Mezali,25.3,20.53,92,6,"1,051",72,73
2022-08-15,Mezali,24.9,6.25,95,6,"1,653",94,99
2022-08-22,Mezali,25.7,15.9,91,6,"2,096",167,140
2022-08-29,Mezali,27.9,1.4,82,7,195,21,23
2022-09-05,Mezali,27.4,4.6,83,7,461,56,52
2022-09-12,Mezali,25.1,1.2,91,6,836,82,74
2022-09-19,Mezali,24.7,12.6,94,6,"1,655",100,128
2022-09-26,Mezali,25.5,9.38,92,6,"2,056",150,173
2022-10-03,Mezali,25.1,6,91,6,194,23,25
2022-10-10,Mezali,26.6,6.87,87,7,480,51,42
2022-10-17,Mezali,26.4,0,82,7,812,85,79
2022-10-24,Mezali,24.3,18.1,95,6,"1,310",108,127
2022-10-31,Mezali,25.9,0.1,85,7,"2,370",174,163
2022-11-07,Mezali,25.8,0,73,8,198,25,25
2022-11-14,Mezali,25.3,0,70,8,551,44,56
2022-11-21,Mezali,26.3,0,53,8,"1,032",87,83
2022-11-28,Mezali,25.7,4.71,85,7,"1,431",117,100
2022-12-05,Mezali,27,0,60,8,"1,961",179,159
2022-12-12,Mezali,26,0,58,8,206,21,21
2022-12-19,Mezali,25.9,0,63,7,509,59,52
2022-12-26,Mezali,24.5,0,39,8,894,92,74
2023-01-02,Mezali,22.5,0,45,8,"1,571",112,116
2023-01-09,Mezali,25.1,0,45,8,"2,146",171,141
2023-01-16,Mezali,22.7,0,37,8,189,26,26
2023-01-23,Mezali,24.3,0,30,8,449,60,42
2023-01-30,Mezali,26.6,0,47,8,"1,034",75,74
2023-02-06,Mezali,25.5,0,25,9,"1,358",121,128
2023-02-13,Mezali,26.4,0,28,9,"1,977",144,172
2023-02-20,Mezali,26.6,0,29,9,200,26,21
2023-02-27,Mezali,29.8,0,31,9,449,45,59
2023-03-06,Mezali,29.1,0,29,10,"1,114",78,71
2023-03-13,Mezali,32.3,0.3,29,9,"1,418",104,119
2023-03-20,Mezali,30.9,0,39,10,"2,106",178,178
2023-03-27,Mezali,31.6,0,44,10,208,28,21
2023-04-03,Mezali,29.7,0,50,8,467,57,57
2023-04-10,Mezali,32.2,0,38,10,973,87,69
2023-04-17,Mezali,32.3,0,47,10,"1,620",119,116
2023-04-24,Mezali,32.2,0.2,40,8,"2,220",145,143
2023-05-01,Mezali,32.9,0,46,10,216,24,18
2023-05-08,Mezali,35,0.1,46,9,522,54,50
2023-05-15,Mezali,29.3,3.2,59,8,989,76,69
2023-05-22,Mezali,32.2,0,53,8,"1,187",115,112
2023-05-29,Mezali,31,0.6,61,8,"2,287",180,172
2023-06-05,Mezali,29.5,21.2,58,7,199,26,24
2023-06-12,Mezali,27.9,67.1,64,7,552,44,56
2023-06-19,Mezali,28.4,3.5,70,7,"1,102",92,69
2023-06-26,Mezali,27.8,11.35,68,7,"1,497",134,103
2023-07-03,Mezali,28.1,13.1,68,7,"2,332",180,169
2023-07-10,Mezali,28.3,4.8,70,7,201,22,19
2023-07-17,Mezali,28.2,8.2,66,7,446,45,48
2023-07-24,Mezali,28.6,1.7,72,7,"1,023",87,85
2023-07-31,Mezali,25.9,28.28,92,6,"1,579",118,109
2023-08-07,Mezali,24.9,22.65,96,6,"1,998",147,174
2023-08-14,Mezali,27.8,3.3,72,7,198,20,18
2023-08-21,Mezali,27.1,8.9,82,7,548,59,55
2023-08-28,Mezali,25.9,15.2,89,7,811,75,72
2023-09-04,Mezali,25.5,23.3,94,6,"1,289",104,99
2023-09-11,Mezali,26,7.5,88,7,"1,965",171,174
2023-09-18,Mezali,25.3,16.2,94,6,188,27,18
2023-09-25,Mezali,27.9,0.14,80,7,485,47,41
2023-10-02,Mezali,24,5.65,97,6,953,92,66
2023-10-09,Mezali,26,5.27,88,7,"1,485",104,93
2023-10-16,Mezali,26.5,0.14,82,7,"2,290",167,176
2023-10-23,Mezali,25.5,44.82,88,6,214,25,18
2023-10-30,Mezali,25.9,0.92,83,7,527,48,44
2023-11-06,Mezali,26.3,0.17,82,7,908,82,82
2023-11-13,Mezali,26.1,0.49,74,8,"1,568",126,108
2023-11-20,Mezali,24.4,0,79,7,"2,175",162,148
2023-11-27,Mezali,23.6,0,72,7,213,20,25
2023-12-04,Mezali,25.5,0,67,8,520,47,42
2023-12-11,Mezali,24.7,0,70,8,"1,005",87,82
2023-12-18,Mezali,23.6,0,60,8,"1,533",109,101
2023-12-25,Mezali,24.5,0,62,8,"2,337",148,180
2024-01-01,Mezali,22.7,0,52,8,182,20,22
2024-01-08,Mezali,22.7,0,44,8,477,60,54
2024-01-15,Mezali,23.6,0,45,8,908,75,88
2024-01-22,Mezali,21.5,0,31,8,"1,492",98,109
2024-01-29,Mezali,22.9,0,28,8,"1,982",173,150
2024-02-05,Mezali,25,0,30,8,220,21,20
2024-02-12,Mezali,26.9,0,22,9,535,61,48
2024-02-19,Mezali,25.2,0,26,9,799,95,92
2024-02-26,Mezali,29,0,28,9,"1,485",131,134
2024-03-04,Mezali,28.6,0,32,9,"1,988",147,160
2024-03-11,Mezali,28.2,0,19,9,202,25,27
2024-03-18,Mezali,33,0,27,10,519,46,55
2024-03-25,Mezali,31.2,0,32,9,"1,037",99,77
2024-04-01,Mezali,32.4,0,35,10,"1,469",103,101
2024-04-08,Mezali,34.1,0,46,10,"2,320",154,177
2024-04-15,Mezali,34.5,0,27,10,214,25,25
2024-04-22,Mezali,33.9,0,43,10,482,53,49
2024-04-29,Mezali,35.1,0,41,10,"1,041",82,90
2024-05-06,Mezali,33.6,0,48,10,"1,402",121,137
2024-05-13,Mezali,34.1,0,41,10,"2,238",175,150
2024-05-20,Mezali,33.9,0.2,51,9,178,27,25
2024-05-27,Mezali,27.6,10.94,86,7,437,42,49
2024-06-03,Mezali,27.2,3.84,82,7,796,82,85
2024-06-10,Mezali,30.2,0.03,67,8,"1,260",124,136
2024-06-17,Mezali,27.5,0.44,81,6,"1,993",139,146
2024-06-24,Mezali,27.8,0.65,82,7,193,26,19
2024-07-01,Mezali,26.8,1.17,79,6,538,56,47
2024-07-29,Mezali,24.4,4.9,97,6,906,95,85
2021-01-04,Monywa,23.2,0,57,7,"1,387",112,123
2021-01-11,Monywa,25,0,55,8,"2,337",159,143
2021-01-18,Monywa,22.5,0,50,7,219,27,20
2021-01-25,Monywa,23.5,0,49,8,445,49,47
2021-02-01,Monywa,23.3,0,39,8,"1,004",72,74
2021-02-08,Monywa,22.8,0.2,40,7,"1,525",137,121
2021-02-15,Monywa,26,0,28,8,"2,191",153,169
2021-02-22,Monywa,26.9,0,35,8,218,22,24
2021-03-01,Monywa,28.7,0,23,9,440,50,46
2021-03-08,Monywa,28.3,0,26,9,"1,051",72,69
2021-03-15,Monywa,30.5,0,25,9,"1,698",115,132
2021-03-22,Monywa,32.1,0,18,9,"2,303",182,174
2021-03-29,Monywa,32.9,0,15,8,220,24,24
2021-04-05,Monywa,30.6,0,31,9,456,51,54
2021-04-12,Monywa,34.8,0,29,10,"1,079",81,92
2021-04-19,Monywa,33.8,0,27,9,"1,548",97,110
2021-04-26,Monywa,36.1,0,31,10,"2,219",151,166
2021-05-03,Monywa,32.3,1.3,41,8,191,22,26
2021-05-10,Monywa,33.4,0.2,39,8,544,57,41
2021-05-17,Monywa,35.8,0,30,10,"1,029",94,72
2021-05-24,Monywa,33.3,0.4,48,8,"1,281",132,119
2021-05-31,Monywa,32.2,10.1,44,8,"2,363",162,144
2021-06-07,Monywa,33.1,1,50,8,199,23,22
2021-06-14,Monywa,30.2,1.1,64,7,472,53,55
2021-06-21,Monywa,29.6,0.5,58,7,845,75,88
2021-06-28,Monywa,29.1,0.7,68,7,"1,197",96,96
2021-07-05,Monywa,31.9,0,56,8,"2,366",140,137
2021-07-12,Monywa,30.4,9.77,63,7,179,19,25
2021-07-19,Monywa,30.5,1.08,62,7,456,58,49
2021-07-26,Monywa,28.9,4,72,7,897,78,88
2021-08-02,Monywa,27.7,21.88,80,6,"1,293",121,98
2021-08-09,Monywa,30.1,0,67,7,"2,335",154,165
2021-08-16,Monywa,26.8,14,80,6,189,19,20
2021-08-23,Monywa,30.4,0.2,65,7,434,43,53
2021-08-30,Monywa,26.7,13.58,88,6,951,82,71
2021-09-06,Monywa,28,1.4,70,7,"1,398",117,97
2021-09-13,Monywa,28.3,4.9,72,7,"2,028",166,151
2021-09-20,Monywa,26.3,30.6,83,6,183,24,19
2021-09-27,Monywa,28.1,3.68,76,7,501,43,55
2021-10-04,Monywa,28.7,0.6,75,7,974,84,75
2021-10-11,Monywa,30.3,2.6,71,7,"1,161",132,124
2021-10-18,Monywa,25.2,0.8,88,6,"2,091",152,148
2021-10-25,Monywa,25.8,7.26,81,6,213,26,21
2021-11-01,Monywa,26.1,0.9,81,6,505,49,53
2021-11-08,Monywa,25.4,0,68,8,881,92,92
2021-11-15,Monywa,24.2,0.6,86,6,"1,469",111,103
2021-11-22,Monywa,26,0,71,7,"2,357",140,142
2021-11-29,Monywa,23.9,0,66,8,221,26,22
2021-12-06,Monywa,22.2,0.3,82,5,521,54,41
2021-12-13,Monywa,23.8,0,68,8,920,87,85
2021-12-20,Monywa,22.1,0,58,7,"1,442",103,112
2021-12-27,Monywa,21,0,62,7,"2,006",181,175
2022-01-03,Monywa,22.7,0,55,7,200,22,21
2022-01-10,Monywa,23.6,0,54,8,514,50,47
2022-01-17,Monywa,22,0,56,7,841,90,69
2022-01-24,Monywa,21.6,0,45,7,"1,412",137,112
2022-01-31,Monywa,20.8,0,45,7,"1,975",176,143
2022-02-07,Monywa,21.3,0,43,7,194,22,19
2022-02-14,Monywa,23,0,30,8,489,47,56
2022-02-21,Monywa,20.8,0,57,5,"1,051",73,91
2022-02-28,Monywa,27.5,0,23,9,"1,286",98,104
2022-03-07,Monywa,27.8,0,19,7,"2,180",140,181
2022-03-14,Monywa,33.6,0,20,10,225,28,22
2022-03-21,Monywa,32.3,0,34,10,472,60,44
2022-03-28,Monywa,31,0,28,9,"1,003",91,76
2022-04-04,Monywa,32.4,0,35,8,"1,215",104,134
2022-04-11,Monywa,33.8,0.4,27,9,"2,148",141,155
2022-04-18,Monywa,34.4,0.5,29,9,214,27,18
2022-04-25,Monywa,35.9,0,26,10,462,52,47
2022-05-02,Monywa,32.5,1.3,36,8,"1,069",74,71
2022-05-09,Monywa,26.4,65.5,79,6,"1,573",97,98
2022-05-16,Monywa,31.5,5.04,57,8,"2,059",157,179
2022-05-23,Monywa,31.2,1.3,56,8,206,20,20
2022-05-30,Monywa,31.7,0.6,49,8,484,49,53
2022-06-06,Monywa,32.3,1.12,51,8,871,83,77
2022-06-13,Monywa,31.1,0.5,52,8,"1,609",116,94
2022-06-20,Monywa,29.1,2.2,56,7,"1,966",173,165
2022-06-27,Monywa,32.8,0.2,49,8,202,22,27
2022-07-04,Monywa,30.3,3.3,65,7,518,58,43
2022-07-11,Monywa,31.7,1.4,53,8,823,79,83
2022-07-18,Monywa,33.3,0,51,8,"1,249",117,116
2022-07-25,Monywa,30.3,5.1,62,7,"2,351",137,179
2022-08-01,Monywa,29,4.33,79,7,216,24,19
2022-08-08,Monywa,27.7,18.2,76,7,490,49,55
2022-08-15,Monywa,29,0.1,71,7,"1,067",82,76
2022-08-22,Monywa,29.4,2.9,69,7,"1,689",136,130
2022-08-29,Monywa,30.6,0.3,62,8,"2,177",141,171
2022-09-05,Monywa,31.1,6.6,60,8,221,25,19
2022-09-12,Monywa,26.3,12.2,81,6,457,42,51
2022-09-19,Monywa,27.8,5.78,78,7,959,81,76
2022-09-26,Monywa,27.4,23.32,81,7,"1,570",106,97
2022-10-03,Monywa,26.9,2.98,83,7,"2,321",138,156
2022-10-10,Monywa,27.7,2.3,80,7,217,27,25
2022-10-17,Monywa,28,5.9,77,7,452,53,41
2022-10-24,Monywa,25.4,9.95,88,6,"1,069",91,76
2022-10-31,Monywa,27.2,0,67,8,"1,691",100,127
2022-11-07,Monywa,26.3,0,65,8,"2,163",164,147
2022-11-14,Monywa,25,0,65,8,203,20,21
2022-11-21,Monywa,25.2,0,50,8,433,46,42
2022-11-28,Monywa,25.3,0,56,7,"1,041",87,76
2022-12-05,Monywa,25.6,0,55,8,"1,619",113,116
2022-12-12,Monywa,23.5,0,57,8,"2,212",164,164
2022-12-19,Monywa,24.2,0.6,59,7,199,22,21
2022-12-26,Monywa,22.9,0,52,8,554,42,55
2023-01-02,Monywa,20.9,0,52,7,"1,037",86,93
2023-01-09,Monywa,23.2,0,46,8,"1,331",128,135
2023-01-16,Monywa,21.4,0,41,7,"2,256",160,138
2023-01-23,Monywa,22.7,0,35,8,199,19,19
2023-01-30,Monywa,25.9,0,40,8,437,60,57
2023-02-06,Monywa,24.8,0,28,8,846,92,93
2023-02-13,Monywa,25.6,0,29,8,"1,683",129,135
2023-02-20,Monywa,26.6,0,24,9,"2,062",171,162
2023-02-27,Monywa,29.1,0,25,9,223,21,19
2023-03-06,Monywa,29.5,0,21,9,552,60,53
2023-03-13,Monywa,32,0,17,10,"1,068",94,72
2023-03-20,Monywa,28.9,0,41,8,"1,426",109,111
2023-03-27,Monywa,32.9,0,23,10,"1,987",160,165
2023-04-03,Monywa,30.2,0,33,9,187,26,20
2023-04-10,Monywa,34.4,0,15,10,485,49,55
2023-04-17,Monywa,35.8,0,27,10,"1,003",78,71
2023-04-24,Monywa,31.9,0.2,35,8,"1,691",104,135
2023-05-01,Monywa,34.5,0.6,28,8,"2,109",147,142
2023-05-08,Monywa,36.6,0,22,9,188,20,25
2023-05-15,Monywa,28.3,5.65,64,7,498,51,43
2023-05-22,Monywa,34.1,0,33,9,806,83,76
2023-05-29,Monywa,35.2,0.2,33,8,"1,271",139,126
2023-06-05,Monywa,32.9,2.5,44,8,"2,135",166,155
2023-06-12,Monywa,32,1.8,48,8,197,21,18
2023-06-19,Monywa,31.2,46.65,62,8,445,43,43
2023-06-26,Monywa,30.2,1.6,60,7,"1,035",91,80
2023-07-03,Monywa,32.9,1.9,47,8,"1,170",123,127
2023-07-10,Monywa,27.7,16.03,80,6,"2,184",137,176
2023-07-17,Monywa,30,2.7,66,7,210,20,25
2023-07-24,Monywa,32.4,1.8,57,8,487,47,47
2023-07-31,Monywa,29,8.68,72,7,967,93,80
2023-08-07,Monywa,27.9,4.75,84,7,"1,367",97,111
2023-08-14,Monywa,29.6,10.8,70,7,"2,297",165,164
2023-08-21,Monywa,27.5,34.35,83,7,207,24,18
2023-08-28,Monywa,28.2,9.4,75,7,437,45,44
2023-09-04,Monywa,28.9,0.7,73,7,"1,016",82,88
2023-09-11,Monywa,28,4,80,7,"1,310",96,102
2023-09-18,Monywa,26.5,19.8,86,6,"2,039",175,169
2023-09-25,Monywa,30.4,3.9,69,7,212,21,23
2023-10-02,Monywa,26.2,6.15,86,6,446,52,42
2023-10-09,Monywa,28.1,2.17,76,7,984,86,75
2023-10-16,Monywa,26.7,0,74,8,"1,372",136,95
2023-10-23,Monywa,25.5,0,75,7,"2,265",137,143
2023-10-30,Monywa,25.8,0,72,8,188,27,19
2023-11-06,Monywa,26.2,0,73,8,449,56,46
2023-11-13,Monywa,24.7,0,68,7,"1,088",74,78
2023-11-20,Monywa,22.9,0,81,6,"1,472",106,117
2023-11-27,Monywa,22.2,0,69,7,"2,054",179,161
2023-12-04,Monywa,23.2,0,74,7,197,19,20
2023-12-11,Monywa,22.3,0,75,6,455,47,49
2023-12-18,Monywa,21.7,0,69,7,"1,023",95,78
2023-12-25,Monywa,22.4,0,70,6,"1,556",130,122
2024-01-01,Monywa,20.8,0,58,7,"2,075",152,166
2024-01-08,Monywa,20.5,0,54,7,206,27,25
2024-01-15,Monywa,20.7,0,50,7,510,51,43
2024-01-22,Monywa,20,0,46,7,"1,102",83,90
2024-01-29,Monywa,21,0,51,7,"1,471",99,96
2024-02-05,Monywa,22.1,0,37,7,"2,204",149,145
2024-02-12,Monywa,23.6,0,35,8,215,22,24
2024-02-19,Monywa,24.8,0,28,8,473,60,59
2024-02-26,Monywa,26.2,0,36,8,986,79,91
2024-03-04,Monywa,28.4,0,21,9,"1,569",125,121
2024-03-11,Monywa,28.4,0,17,9,"2,372",164,139
2024-03-18,Monywa,31,0,21,9,192,27,26
2024-03-25,Monywa,30.7,0,28,9,516,44,55
2024-04-01,Monywa,34.6,0,26,10,"1,023",80,74
2024-04-08,Monywa,35.6,0,24,10,"1,230",128,99
2024-04-15,Monywa,36.2,0,17,10,"2,365",162,155
2024-04-22,Monywa,36.5,0,26,10,212,24,20
2024-04-29,Monywa,37.6,0,22,10,451,53,53
2024-05-06,Monywa,32.1,0.53,39,8,"1,014",89,89
2024-05-13,Monywa,36,0.8,31,9,"1,221",119,126
2024-05-20,Monywa,33.5,17.06,48,9,"2,102",167,144
2024-05-27,Monywa,28.8,2.67,76,7,209,20,20
2024-06-03,Monywa,31,3.83,63,8,466,54,57
2024-06-10,Monywa,35.3,0,45,9,852,85,70
2024-06-17,Monywa,29.6,0.91,68,7,"1,383",133,132
2024-06-24,Monywa,33,0.57,56,8,"2,097",147,150
2024-07-01,Monywa,29.3,2.43,64,7,176,24,26
2024-07-29,Monywa,28,1.8,74,7,463,53,54
2021-01-04,Myingyan,23.3,0,56,8,905,87,80
2021-01-11,Myingyan,25.8,0,47,8,"1,522",118,131
2021-01-18,Myingyan,22.8,0,49,7,"2,294",140,175
2021-01-25,Myingyan,24.1,0,46,8,196,26,25
2021-02-01,Myingyan,24.3,0,36,8,511,54,57
2021-02-08,Myingyan,22.9,0,41,7,795,94,83
2021-02-15,Myingyan,25.9,0,26,8,"1,607",108,98
2021-02-22,Myingyan,27.8,0,32,8,"2,006",167,160
2021-03-01,Myingyan,29.1,0,24,9,214,23,26
2021-03-08,Myingyan,28.9,0,25,9,548,51,53
2021-03-15,Myingyan,30.7,0,24,9,857,98,83
2021-03-22,Myingyan,32.7,0,18,10,"1,200",113,126
2021-03-29,Myingyan,32.7,0,20,9,"2,087",146,172
2021-04-05,Myingyan,29.9,0,34,9,195,26,18
2021-04-12,Myingyan,35.1,0,29,10,483,57,58
2021-04-19,Myingyan,33.6,0,32,9,993,77,80
2021-04-26,Myingyan,35.7,0.7,33,9,"1,400",140,118
2021-05-03,Myingyan,32.8,0,39,8,"2,182",146,173
2021-05-10,Myingyan,34.1,0.4,36,8,200,27,26
2021-05-17,Myingyan,36.1,0,26,10,517,56,47
2021-05-24,Myingyan,32.4,0.4,52,8,802,73,87
2021-05-31,Myingyan,32.1,9.4,45,8,"1,608",129,111
2021-06-07,Myingyan,32.6,1,53,8,"2,314",155,164
2021-06-14,Myingyan,29.7,2.1,66,7,202,26,19
2021-06-21,Myingyan,29.3,0.7,58,7,518,54,45
2021-06-28,Myingyan,28.8,0.9,64,7,918,90,87
2021-07-05,Myingyan,31.4,0.8,56,8,"1,414",115,104
2021-07-12,Myingyan,30.5,1.3,62,7,"2,157",178,141
2021-07-19,Myingyan,31,1.2,56,7,183,22,20
2021-07-26,Myingyan,28.5,6.5,70,7,534,50,49
2021-08-02,Myingyan,27.9,12.7,72,7,959,75,68
2021-08-09,Myingyan,29.7,0,65,7,"1,466",132,120
2021-08-16,Myingyan,27,12.2,76,6,"2,000",159,144
2021-08-23,Myingyan,29.9,0.4,64,7,215,22,20
2021-08-30,Myingyan,27.5,5.9,82,7,467,57,48
2021-09-06,Myingyan,28.4,1.4,67,7,"1,095",91,81
2021-09-13,Myingyan,28.1,3.3,71,7,"1,396",115,107
2021-09-20,Myingyan,26.1,14.13,85,6,"2,329",163,179
2021-09-27,Myingyan,28,4.32,72,7,187,19,26
2021-10-04,Myingyan,28.6,0.4,73,7,541,45,47
2021-10-11,Myingyan,30.1,6.3,69,7,839,97,79
2021-10-18,Myingyan,25,0.1,89,6,"1,512",113,125
2021-10-25,Myingyan,26,8.23,81,6,"2,334",146,141
2021-11-01,Myingyan,26.9,0.2,77,7,175,21,22
2021-11-08,Myingyan,25,0,67,8,482,48,54
2021-11-15,Myingyan,25.2,1.5,84,6,932,77,83
2021-11-22,Myingyan,26.4,0,69,7,"1,162",130,106
2021-11-29,Myingyan,23.8,0,67,7,"2,092",176,178
2021-12-06,Myingyan,23,0,79,6,208,25,23
2021-12-13,Myingyan,24,0,68,7,547,58,48
2021-12-20,Myingyan,22.5,0,56,7,"1,010",86,87
2021-12-27,Myingyan,21.3,0,60,7,"1,248",99,119
2022-01-03,Myingyan,22.8,0,53,7,"1,966",164,164
2022-01-10,Myingyan,23.8,0,51,8,189,24,27
2022-01-17,Myingyan,22.5,0,55,7,523,48,55
2022-01-24,Myingyan,21.8,0,45,7,948,76,74
2022-01-31,Myingyan,20.8,0,42,7,"1,507",108,100
2022-02-07,Myingyan,21.1,0,42,7,"2,084",138,148
2022-02-14,Myingyan,23.5,0,29,8,218,20,19
2022-02-21,Myingyan,21.5,0,47,5,514,59,44
2022-02-28,Myingyan,27.6,0,23,9,911,93,76
2022-03-07,Myingyan,27.4,0,18,8,"1,459",120,108
2022-03-14,Myingyan,33.4,0,19,10,"1,999",141,164
2022-03-21,Myingyan,32.3,0,41,8,197,19,19
2022-03-28,Myingyan,30.8,0.2,31,9,512,58,57
2022-04-04,Myingyan,31.7,0,37,9,959,89,92
2022-04-11,Myingyan,33.3,0.2,31,8,"1,479",121,103
2022-04-18,Myingyan,34.6,0,32,10,"2,197",139,168
2022-04-25,Myingyan,35.6,0,32,10,223,19,23
2022-05-02,Myingyan,33.3,3,32,8,559,58,43
2022-05-09,Myingyan,26.6,29.04,81,6,838,95,89
2022-05-16,Myingyan,31.9,0.1,54,8,"1,467",127,124
2022-05-23,Myingyan,31.5,4.15,56,8,"2,161",178,157
2022-05-30,Myingyan,31.5,0.3,50,8,211,20,25
2022-06-06,Myingyan,31.7,0,49,8,530,55,51
2022-06-13,Myingyan,30.5,0.7,54,8,806,82,88
2022-06-20,Myingyan,29.4,3.6,56,7,"1,571",132,129
2022-06-27,Myingyan,31.7,0.1,52,8,"2,029",181,168
2022-07-04,Myingyan,30.9,0.7,57,8,213,26,22
2022-07-11,Myingyan,31.3,1.4,55,8,453,54,48
2022-07-18,Myingyan,32.5,0.1,54,8,"1,046",89,76
2022-07-25,Myingyan,31.2,2.2,55,8,"1,458",132,128
2022-08-01,Myingyan,28.8,3.87,76,7,"2,215",174,160
2022-08-08,Myingyan,27.4,15.4,76,6,206,24,20
2022-08-15,Myingyan,28.5,0,72,7,474,55,52
2022-08-22,Myingyan,28.7,3.1,72,7,"1,111",74,86
2022-08-29,Myingyan,30.5,0.9,60,8,"1,462",97,121
2022-09-05,Myingyan,31.1,8.4,59,8,"2,097",146,175
2022-09-12,Myingyan,27,8.8,74,6,209,24,22
2022-09-19,Myingyan,27.6,1.4,75,7,455,55,56
2022-09-26,Myingyan,27.4,32.05,81,7,"1,032",79,91
2022-10-03,Myingyan,27.2,0.3,80,7,"1,182",127,102
2022-10-10,Myingyan,27.9,2.1,75,7,"2,137",181,164
2022-10-17,Myingyan,27.9,9.2,73,7,207,26,24
2022-10-24,Myingyan,26,7.53,83,6,520,54,51
2022-10-31,Myingyan,27.6,0,65,8,953,97,70
2022-11-07,Myingyan,26.7,0,61,8,"1,554",127,112
2022-11-14,Myingyan,25.7,0,62,8,"2,157",171,174
2022-11-21,Myingyan,25.3,0,44,8,211,24,23
2022-11-28,Myingyan,26.1,0.1,56,7,462,51,53
2022-12-05,Myingyan,25.4,0,54,8,844,96,83
2022-12-12,Myingyan,24.2,0,55,8,"1,420",120,130
2022-12-19,Myingyan,24.7,0.1,59,7,"2,031",160,177
2022-12-26,Myingyan,23.4,0,49,8,191,27,25
2023-01-02,Myingyan,21.4,0,52,7,523,51,45
2023-01-09,Myingyan,23.9,0,45,8,964,73,73
2023-01-16,Myingyan,22.1,0,39,7,"1,401",110,135
2023-01-23,Myingyan,23.2,0,37,8,"2,031",138,164
2023-01-30,Myingyan,26.5,0,37,8,190,26,18
2023-02-06,Myingyan,24.3,0,24,8,551,45,43
2023-02-13,Myingyan,25.4,0,27,8,971,84,75
2023-02-20,Myingyan,26.6,0,23,9,"1,479",135,137
2023-02-27,Myingyan,29.4,0,22,9,"2,013",158,161
2023-03-06,Myingyan,29.9,0,22,9,208,22,20
2023-03-13,Myingyan,32.7,0,18,10,466,50,43
2023-03-20,Myingyan,31.1,0,35,9,867,83,82
2023-03-27,Myingyan,33.2,0,30,10,"1,562",138,111
2023-04-03,Myingyan,30.7,0,34,9,"2,182",163,166
2023-04-10,Myingyan,33.5,0,22,10,191,24,24
2023-04-17,Myingyan,35.4,0,31,10,501,60,47
2023-04-24,Myingyan,32.7,0,33,9,"1,053",73,78
