date;location;avgtemp_c;totalprecip_mm;avghumidity;uv;feedintake (gm/bird/day);bodyweight (gm/bird);age(day)
2022-04-02;Bago;30,1;2,2;50;8;213;2441;37
2022-04-03;Bago;28,8;0;57;7;216;2469;38
2022-04-04;Bago;30,2;0;50;9;223;2800;39
2022-04-05;Bago;31,1;0;48;9;224;2986;40
2022-04-06;Bago;31,1;0,6;54;8;225;3087;41
2022-04-07;Bago;30,1;6,2;57;8;227;3159;42
2022-04-08;Bago;29,9;2,1;57;7;15;63;1
2022-04-09;Bago;30,5;0,8;57;8;19;83;2
2022-04-10;Bago;31,1;0;51;9;22;103;3
2022-04-11;Bago;31,2;0;49;9;23;120;4
2022-04-12;Bago;31,2;0;50;9;28;138;5
2022-04-13;Bago;31,7;0;51;9;36;176;6
2022-04-14;Bago;31,7;0;54;9;40;197;7
2022-04-15;Bago;31,8;0;54;9;44;222;8
2022-04-16;Bago;32,1;0;52;9;46;308;9
2022-04-17;Bago;32,2;0,2;49;8;54;317;10
2022-04-18;Bago;32,4;0;49;9;60;358;11
2022-04-19;Bago;31,9;1,3;48;8;63;410;12
2022-04-20;Bago;31,6;0,1;52;8;65;420;13
2022-04-21;Bago;30,7;0,4;58;8;70;514;14
2022-04-22;Bago;31,6;0;54;8;75;602;15
2022-04-23;Bago;31,9;0;52;9;87;628;16
2022-04-24;Bago;32,3;0,1;54;8;90;752;17
2022-04-25;Bago;32,9;0,1;51;8;98;765;18
2022-04-26;Bago;32,8;0;52;9;105;768;19
2022-04-27;Bago;32,5;0;55;10;112;836;20
2022-04-28;Bago;33,3;0,5;50;9;118;1002;21
2022-04-29;Bago;33;0,1;52;9;119;1116;22
2022-04-30;Bago;32,2;0,7;54;8;120;1128;23
2022-05-01;Bago;31,5;1,3;61;8;132;1256;24
2022-05-02;Bago;31,2;1,3;62;8;136;1367;25
2022-05-03;Bago;31,5;0,1;56;8;137;1491;26
2022-05-04;Bago;31,3;0;53;8;158;1566;27
2022-05-05;Bago;31,2;0,7;54;8;163;1657;28
2022-05-06;Bago;29,6;0,4;66;7;165;1812;29
2022-05-07;Bago;28;11,6;75;6;165;1882;30
2022-05-08;Bago;28,9;4,1;71;7;174;1891;31
2022-05-09;Bago;27,9;9,2;77;7;187;2024;32
2022-05-10;Bago;26,5;15,24;87;6;188;2126;33
2022-05-11;Bago;27,5;19,35;78;7;189;2244;34
2022-05-12;Bago;27,8;6,3;73;7;200;2426;35
2022-05-13;Bago;28,4;7,56;75;7;206;2497;36
2022-05-14;Bago;28,8;9,8;74;7;209;2523;37
2022-05-15;Bago;29,5;5,78;72;7;209;2665;38
2022-05-16;Bago;29,2;21,29;74;7;212;2834;39
2022-05-17;Bago;28,2;15,5;73;7;216;2924;40
2022-05-18;Bago;27,4;9,8;82;6;228;2953;41
2022-05-19;Bago;25,3;83,61;95;6;230;3187;42
2022-05-20;Bago;25,6;46,05;91;6;13;63;1
2022-05-21;Bago;25,3;21,8;90;6;15;82;2
2022-05-22;Bago;25,9;18,74;90;6;22;93;3
2022-05-23;Bago;27;32,76;84;6;27;136;4
2022-05-24;Bago;24,7;63,54;91;6;31;142;5
2022-05-25;Bago;24,7;13;88;6;32;194;6
2022-05-26;Bago;27,7;5,1;76;7;37;215;7
2022-05-27;Bago;28,2;3,53;78;7;40;267;8
2022-05-28;Bago;27,2;30,54;85;7;50;289;9
2022-05-29;Bago;25,9;23,18;89;6;50;301;10
2022-05-30;Bago;26,3;9,09;87;7;54;368;11
2022-05-31;Bago;26,6;23,63;85;6;58;389;12
2022-06-01;Bago;27,5;14,72;81;7;64;470;13
2022-06-02;Bago;27,4;3,44;81;7;75;502;14
2022-06-03;Bago;27,4;7,6;81;7;80;546;15
2022-06-04;Bago;27,5;18,8;78;7;82;621;16
2022-06-05;Bago;27,1;13,7;81;6;88;769;17
2022-06-06;Bago;26,6;16,33;83;6;96;840;18
2022-06-07;Bago;25,4;34,9;89;6;102;886;19
2022-06-08;Bago;25,3;19,6;89;6;103;935;20
2022-06-09;Bago;25,4;12,4;93;6;105;978;21
2022-06-10;Bago;26,9;17;82;6;112;1062;22
2022-06-11;Bago;26,9;22,42;83;6;116;1208;23
2022-06-12;Bago;27,3;18,5;82;7;126;1293;24
2022-06-13;Bago;27,1;29,97;81;7;136;1302;25
2022-06-14;Bago;27,6;8,9;80;7;142;1343;26
2022-06-15;Bago;26,6;7,27;87;6;156;1601;27
2022-06-16;Bago;27,2;10,6;84;6;162;1717;28
2022-06-17;Bago;27,8;10,7;78;7;167;1753;29
2022-06-18;Bago;27,5;13,99;81;7;172;1882;30
2022-06-19;Bago;26,7;11,6;84;6;176;1948;31
2022-06-20;Bago;26,7;20,03;81;6;185;2006;32
2022-06-21;Bago;26,5;24,27;83;6;186;2053;33
2022-06-22;Bago;26,8;11,9;78;7;192;2104;34
2022-06-23;Bago;26,7;12,5;82;6;202;2124;35
2022-06-24;Bago;26,3;1,8;85;6;204;2301;36
2022-06-25;Bago;27,5;8,56;81;7;211;2619;37
2022-06-26;Bago;27,8;11,1;79;7;213;2654;38
2022-06-27;Bago;26,3;13,4;87;6;215;2697;39
2022-06-28;Bago;27,4;5,5;82;6;217;2910;40
2022-06-29;Bago;27,7;6,8;80;7;224;3011;41
2022-06-30;Bago;27,5;17,9;82;7;226;3159;42
2022-07-01;Bago;26,5;22,93;84;6;14;65;1
2022-07-02;Bago;26,9;16,6;82;6;19;82;2
2022-07-03;Bago;27,1;22,46;83;6;23;110;3
2022-07-04;Bago;25,9;19,67;91;6;24;130;4
2022-07-05;Bago;26,8;21,5;84;6;26;151;5
2022-07-06;Bago;26,7;7,4;87;6;31;181;6
2022-07-07;Bago;27;36,3;86;6;33;220;7
2022-07-08;Bago;25,7;45,25;91;6;41;257;8
2022-07-09;Bago;26,4;27,5;87;6;46;285;9
2022-07-10;Bago;25,6;15,4;90;6;46;336;10
2022-07-11;Bago;26,4;14,39;86;6;58;388;11
2022-07-12;Bago;26,3;19,7;87;6;61;453;12
2022-07-13;Bago;27;28,4;81;7;65;460;13
2022-07-14;Bago;26,4;21,62;87;6;68;513;14
2022-07-15;Bago;26;5,8;90;6;73;519;15
2022-07-16;Bago;27;30,87;85;6;75;686;16
2022-07-17;Bago;27,8;10,45;81;7;82;732;17
2022-07-18;Bago;27,7;8,1;83;7;84;794;18
2022-07-19;Bago;27,5;21,3;86;7;100;903;19
2022-07-20;Bago;28,2;44,3;82;7;106;935;20
2022-07-21;Bago;26,6;14;89;6;117;1082;21
2022-07-22;Bago;25,4;143,3;90;6;122;1111;22
2022-07-23;Bago;25,6;5,7;89;6;123;1174;23
2022-07-24;Bago;27;1,9;79;7;136;1296;24
2022-07-25;Bago;28,9;1,1;75;7;141;1418;25
2022-07-26;Bago;27,5;40,09;79;7;147;1441;26
2022-07-27;Bago;28,7;0,2;77;7;158;1562;27
2022-07-28;Bago;29,2;0,4;76;7;160;1563;28
2022-07-29;Bago;28,9;7,5;77;7;165;1644;29
2022-07-30;Bago;28,7;1,5;78;7;174;1854;30
2022-07-31;Bago;27,4;9,76;83;7;178;1945;31
2022-08-01;Bago;27,9;6;79;7;185;2046;32
2022-08-02;Bago;27,9;13,7;78;7;190;2225;33
2022-08-03;Bago;26,8;27,52;86;6;193;2344;34
2022-08-04;Bago;25,3;34,8;93;6;198;2348;35
2022-08-05;Bago;25,7;32,9;91;6;205;2498;36
2022-08-06;Bago;25,8;29,6;91;6;208;2573;37
2022-08-07;Bago;25;41,33;94;6;212;2694;38
2022-08-08;Bago;24,5;60,1;96;6;223;2855;39
2022-08-09;Bago;24,2;33,68;96;6;227;2890;40
2022-08-10;Bago;24,6;15,5;93;6;229;3069;41
2022-08-11;Bago;25,3;10,2;89;6;234;3203;42
2022-08-12;Bago;24,9;53,5;93;6;14;65;1
2022-08-13;Bago;24,1;26,96;96;6;16;88;2
2022-08-14;Bago;26,3;20,4;86;7;20;106;3
2022-08-15;Bago;25,7;7,03;88;6;22;126;4
2022-08-16;Bago;25;23,2;91;6;26;152;5
2022-08-17;Bago;25,7;141,78;86;6;30;168;6
2022-08-18;Bago;26,3;29,44;87;6;36;204;7
2022-08-19;Bago;26,8;17,7;83;6;39;221;8
2022-08-20;Bago;26,5;40,25;87;6;42;279;9
2022-08-21;Bago;25;34,81;95;6;48;322;10
2022-08-22;Bago;24,2;83,87;95;5;60;366;11
2022-08-23;Bago;24,9;7,8;94;6;62;437;12
2022-08-24;Bago;27;3,5;84;7;70;445;13
2022-08-25;Bago;27,5;17,1;79;7;71;535;14
2022-08-26;Bago;25,2;13,4;92;6;76;569;15
2022-08-27;Bago;25,4;13,5;88;6;77;576;16
2022-08-28;Bago;26,8;6,3;84;7;78;746;17
2022-08-29;Bago;28,1;1,1;81;7;88;787;18
2022-08-30;Bago;27,9;5,02;82;7;91;898;19
2022-08-31;Bago;28,1;2,63;83;7;101;976;20
2022-09-01;Bago;27,8;0,3;82;7;112;1070;21
2022-09-02;Bago;28,1;4,1;79;7;116;1105;22
2022-09-03;Bago;27,9;3;82;7;120;1238;23
2022-09-04;Bago;27,4;5,08;85;7;132;1294;24
2022-09-05;Bago;27,4;3,8;83;7;141;1441;25
2022-09-06;Bago;26,9;14,71;86;7;150;1480;26
2022-09-07;Bago;26,6;3,7;88;7;157;1485;27
2022-09-08;Bago;26,7;7,5;86;7;164;1702;28
2022-09-09;Bago;24,8;35,89;94;6;166;1798;29
2022-09-10;Bago;24,4;26,2;95;6;174;1816;30
2022-09-11;Bago;24,7;3,3;93;6;180;1825;31
2022-09-12;Bago;24,8;8,23;92;6;181;2118;32
2022-09-13;Bago;26,1;12,1;87;6;186;2210;33
2022-09-14;Bago;26,4;11,6;84;7;189;2270;34
2022-09-15;Bago;26;12,65;87;6;194;2452;35
2022-09-16;Bago;26;12,05;88;6;203;2462;36
2022-09-17;Bago;26,1;15,89;89;6;213;2572;37
2022-09-18;Bago;25;12,4;94;6;213;2599;38
2022-09-19;Bago;24,1;36,6;96;6;218;2781;39
2022-09-20;Bago;24,6;8;92;6;222;2828;40
2022-09-21;Bago;25,8;8,1;87;6;229;3084;41
2022-09-22;Bago;26,2;11,86;88;6;233;3182;42
2022-09-23;Bago;26,1;13,62;86;7;12;61;1
2022-09-24;Bago;25,1;11,4;89;6;19;81;2
2022-09-25;Bago;25,1;10,9;92;6;21;91;3
2022-09-26;Bago;24,5;72,5;93;6;23;115;4
2022-09-27;Bago;25,7;16,9;87;6;26;140;5
2022-09-28;Bago;25,9;1,5;86;7;36;190;6
2022-09-29;Bago;25,8;21,55;93;6;37;191;7
2022-09-30;Bago;25,6;19,1;89;6;42;254;8
2022-10-01;Bago;25,1;26,5;94;6;48;280;9
2022-10-02;Bago;25,6;20,77;94;6;52;295;10
2022-10-03;Bago;24,7;3,9;93;6;55;401;11
2022-10-04;Bago;26,2;0,6;87;7;61;407;12
2022-10-05;Bago;27,1;1,1;83;7;67;464;13
2022-10-06;Bago;27,1;3,35;85;7;75;549;14
2022-10-07;Bago;26,8;11,09;87;7;79;595;15
2022-10-08;Bago;26,7;1,2;84;7;80;667;16
2022-10-09;Bago;26,7;2,4;84;7;84;743;17
2022-10-10;Bago;27,1;5,8;81;7;84;782;18
2022-10-11;Bago;25,8;2,5;86;6;98;894;19
2022-10-12;Bago;26;2,8;86;6;106;943;20
2022-10-13;Bago;26,8;0,4;85;7;107;998;21
2022-10-14;Bago;26,2;3,5;85;7;124;1159;22
2022-10-15;Bago;26,2;2,5;88;7;129;1216;23
2022-10-16;Bago;25,8;0,4;84;6;136;1336;24
2022-10-17;Bago;26;0,1;79;7;145;1415;25
2022-10-18;Bago;26;0,2;81;7;145;1436;26
2022-10-19;Bago;26,8;0;77;8;151;1507;27
2022-10-20;Bago;26,8;0;78;7;157;1713;28
2022-10-21;Bago;26,9;0;77;8;159;1822;29
2022-10-22;Bago;27,3;0,3;75;7;170;1888;30
2022-10-23;Bago;26,9;0;84;7;178;1910;31
2022-10-24;Bago;25;22,83;92;6;187;2058;32
2022-10-25;Bago;26;8,4;87;6;190;2201;33
2022-10-26;Bago;26,7;0,3;84;7;191;2236;34
2022-10-27;Bago;26,8;4,09;84;7;202;2260;35
2022-10-28;Bago;26,5;6,66;86;7;204;2303;36
2022-10-29;Bago;26,6;10,33;86;7;210;2647;37
2022-10-30;Bago;27,2;0;81;8;215;2694;38
2022-10-31;Bago;27,2;0;80;7;216;2795;39
2022-11-01;Bago;26,8;0;81;7;222;2796;40
2022-11-02;Bago;26,4;1,51;84;7;224;2981;41
2022-11-03;Bago;26,4;2,4;82;7;235;3164;42
2022-11-04;Bago;26,1;0,1;81;7;12;63;1
2022-11-05;Bago;26,5;0;75;8;15;75;2
2022-11-06;Bago;26,3;0;76;8;24;105;3
2022-11-07;Bago;26,4;0;75;8;26;136;4
2022-11-08;Bago;26,2;0;75;8;30;139;5
2022-11-09;Bago;26;0;74;8;35;172;6
2022-11-10;Bago;25,8;0;74;8;35;225;7
2022-11-11;Bago;25,8;0;74;8;44;253;8
2022-11-12;Bago;25,6;0;73;8;48;300;9
2022-11-13;Bago;25,4;0;71;8;50;311;10
2022-11-14;Bago;26;0;71;8;58;400;11
2022-11-15;Bago;26,7;0,5;74;7;60;432;12
2022-11-16;Bago;26,7;1,4;74;7;66;460;13
2022-11-17;Bago;26,7;4,5;75;7;76;543;14
2022-11-18;Bago;26,4;7,5;75;7;82;601;15
2022-11-19;Bago;25,8;2,92;78;7;83;606;16
2022-11-20;Bago;26,4;0,5;75;7;92;670;17
2022-11-21;Bago;26,3;0,9;71;7;96;766;18
2022-11-22;Bago;26,8;0;70;8;102;772;19
2022-11-23;Bago;27,1;0;67;8;105;855;20
2022-11-24;Bago;26,2;0;79;7;114;954;21
2022-11-25;Bago;25,5;11;87;6;120;1059;22
2022-11-26;Bago;25;1,4;90;6;123;1072;23
2022-11-27;Bago;25,7;3,77;84;6;134;1180;24
2022-11-28;Bago;25,8;15,2;85;6;134;1236;25
2022-11-29;Bago;26,3;2,36;85;7;144;1288;26
2022-11-30;Bago;27,3;0;78;7;157;1460;27
2022-12-01;Bago;26,8;2,2;79;7;157;1589;28
2022-12-02;Bago;26,8;0,2;76;7;162;1794;29
2022-12-03;Bago;27,1;0,2;74;7;176;1838;30
2022-12-04;Bago;27,5;0;73;8;182;1996;31
2022-12-05;Bago;27,5;0;73;7;183;2118;32
2022-12-06;Bago;27,4;0;70;8;190;2203;33
2022-12-07;Bago;27,3;0,1;72;7;191;2304;34
2022-12-08;Bago;26,5;0;76;7;198;2322;35
2022-12-09;Bago;26,5;0,1;75;7;204;2527;36
2022-12-10;Bago;26,9;0;70;8;208;2645;37
2022-12-11;Bago;26,8;0;65;8;211;2710;38
2022-12-12;Bago;26,5;0,1;67;7;217;2844;39
2022-12-13;Bago;26,1;1,1;72;6;223;2949;40
2022-12-14;Bago;26;0;69;8;229;3093;41
2022-12-15;Bago;25,7;0;64;8;234;3135;42
2022-12-16;Bago;25,8;0;62;8;15;68;1
2022-12-17;Bago;26,2;0;64;8;15;87;2
2022-12-18;Bago;26,1;0;63;8;19;106;3
2022-12-19;Bago;25,6;0;61;8;27;113;4
2022-12-20;Bago;26;0;59;8;29;161;5
2022-12-21;Bago;26,2;0;64;8;33;192;6
2022-12-22;Bago;26,3;0,2;66;7;34;200;7
2022-12-23;Bago;26;0;65;8;38;242;8
2022-12-24;Bago;25,9;1,3;68;7;50;289;9
2022-12-25;Bago;25,3;0,5;70;6;51;293;10
2022-12-26;Bago;25,7;0;67;8;59;331;11
2022-12-27;Bago;24,5;0;56;8;62;449;12
2022-12-28;Bago;23,8;0;58;8;63;489;13
2022-12-29;Bago;23,3;0,5;63;6;73;540;14
2022-12-30;Bago;23,9;0,8;62;6;78;595;15
2022-12-31;Bago;23,7;0,2;60;6;80;637;16
2023-01-01;Bago;23,9;0;53;8;86;642;17
2023-01-02;Bago;24,1;0;52;8;99;704;18
2023-01-03;Bago;24,7;0;50;8;99;885;19
2023-01-04;Bago;26;0;46;8;113;965;20
2023-01-05;Bago;26,3;0;47;8;119;1076;21
2023-01-06;Bago;26,1;0;47;8;126;1088;22
2023-01-07;Bago;26,3;0;52;8;132;1190;23
2023-01-08;Bago;25,5;0;58;8;134;1196;24
2023-01-09;Bago;25,7;0;54;8;138;1289;25
2023-01-10;Bago;25,7;0;45;8;141;1517;26
2023-01-11;Bago;25,6;0;43;8;142;1606;27
2023-01-12;Bago;24,9;0;48;8;154;1644;28
2023-01-13;Bago;24,1;0;50;8;168;1821;29
2023-01-14;Bago;23,2;0;50;8;169;1892;30
2023-01-15;Bago;23,3;0;56;8;172;1971;31
2023-01-16;Bago;23,2;0;53;8;180;2032;32
2023-01-17;Bago;23,4;0;55;8;182;2235;33
2023-01-18;Bago;24,4;0;50;8;183;2262;34
2023-01-19;Bago;24,5;0;50;8;186;2430;35
2023-01-20;Bago;25;0;47;8;190;2540;36
2023-01-21;Bago;25,4;0;40;8;202;2584;37
2023-01-22;Bago;25,4;0;31;8;212;2739;38
2023-01-23;Bago;24,8;0;26;8;222;2833;39
2023-01-24;Bago;25,2;0;26;9;226;2953;40
2023-01-25;Bago;26,2;0;32;8;229;2975;41
2023-01-26;Bago;25,7;0;47;8;233;3010;42
2023-01-27;Bago;26;0;48;8;15;58;1
2023-01-28;Bago;26,9;0;46;8;19;86;2
2023-01-29;Bago;26,7;0;50;8;22;99;3
2023-01-30;Bago;26;0;47;8;26;120;4
2023-01-31;Bago;26,3;0;55;8;29;146;5
2023-02-01;Bago;27;0;48;9;34;173;6
2023-02-02;Bago;26,6;0;50;8;36;209;7
2023-02-03;Bago;27,6;0;46;9;38;254;8
2023-02-04;Bago;28;0;46;9;42;254;9
2023-02-05;Bago;27,9;0;44;9;47;302;10
2023-02-06;Bago;27;0;38;9;55;333;11
2023-02-07;Bago;26;0;36;9;55;375;12
2023-02-08;Bago;25,3;0;37;9;64;461;13
2023-02-09;Bago;25,1;0;37;8;64;492;14
2023-02-10;Bago;25,7;0;38;9;68;614;15
2023-02-11;Bago;25,4;0;51;9;86;700;16
2023-02-12;Bago;25,5;0;52;9;92;764;17
2023-02-13;Bago;26,1;0;59;9;98;817;18
2023-02-14;Bago;25,8;0;59;8;105;855;19
2023-02-15;Bago;26,2;0;51;9;108;991;20
2023-02-16;Bago;26,8;5,1;51;7;115;1082;21
2023-02-17;Bago;25,8;9,3;59;7;126;1157;22
2023-02-18;Bago;25,6;0,2;60;7;127;1190;23
2023-02-19;Bago;26,9;0;47;8;132;1223;24
2023-02-20;Bago;27,3;0;38;8;139;1277;25
2023-02-21;Bago;27,5;0;38;8;140;1365;26
2023-02-22;Bago;27,8;0;34;9;148;1379;27
2023-02-23;Bago;28;0;34;9;160;1608;28
2023-02-24;Bago;27,7;0;37;9;161;1826;29
2023-02-25;Bago;28,6;0;39;9;173;1882;30
2023-02-26;Bago;29,3;0;36;9;174;1929;31
2023-02-27;Bago;30,5;0;35;9;175;2056;32
2023-02-28;Bago;30,2;0;38;10;186;2133;33
2023-03-01;Bago;30,3;0;32;10;194;2299;34
2023-03-02;Bago;30,8;0;35;10;204;2418;35
2023-03-03;Bago;30,9;0;33;10;207;2524;36
2023-03-04;Bago;31,2;0;35;10;208;2638;37
2023-03-05;Bago;30,4;0;42;10;215;2707;38
2023-03-06;Bago;30,1;0;40;10;222;2883;39
2023-03-07;Bago;30,1;0;36;10;227;2989;40
2023-03-08;Bago;30,7;0;36;10;230;3021;41
2023-03-09;Bago;31,6;0;35;10;235;3070;42
2023-03-10;Bago;32;0;33;10;13;63;1
2023-03-11;Bago;31,4;0;35;10;16;84;2
2023-03-12;Bago;31;0;46;9;20;109;3
2023-03-13;Bago;30;0,6;50;8;26;120;4
2023-03-14;Bago;28,8;6,2;56;8;26;153;5
2023-03-15;Bago;29,2;8,3;56;9;33;174;6
2023-03-16;Bago;30;6,2;53;9;40;194;7
2023-03-17;Bago;31,3;0,8;44;9;41;247;8
2023-03-18;Bago;31,7;0;40;10;50;258;9
2023-03-19;Bago;31,8;0;41;10;54;352;10
2023-03-20;Bago;31,3;0;44;10;56;359;11
2023-03-21;Bago;31,7;0;39;10;62;407;12
2023-03-22;Bago;31,4;0;41;10;65;498;13
2023-03-23;Bago;31,4;0;45;10;65;550;14
2023-03-24;Bago;30,6;0;51;10;67;577;15
2023-03-25;Bago;31,2;0;49;10;81;695;16
2023-03-26;Bago;30,7;0;53;10;92;733;17
2023-03-27;Bago;31,1;0;52;10;97;804;18
2023-03-28;Bago;31,2;0;51;10;99;830;19
2023-03-29;Bago;31,5;0;47;10;112;846;20
2023-03-30;Bago;30,6;0;52;10;114;932;21
2023-03-31;Bago;30,4;0;53;10;121;991;22
2023-04-01;Bago;30,8;0;54;9;124;1052;23
2023-04-02;Bago;30,5;0;52;9;126;1106;24
2023-04-03;Bago;29,9;0;55;8;130;1358;25
2023-04-04;Bago;31,1;0;50;9;132;1401;26
2023-04-05;Bago;30,9;0;54;9;156;1513;27
2023-04-06;Bago;31,8;0;53;10;160;1612;28
2023-04-07;Bago;32,4;0;56;10;162;1772;29
2023-04-08;Bago;32,5;0;52;10;172;1820;30
2023-04-09;Bago;32,4;0;42;10;176;1904;31
2023-04-10;Bago;31,9;0;42;10;185;2076;32
2023-04-11;Bago;31,3;0;51;10;190;2242;33
2023-04-12;Bago;31,9;0;53;10;195;2260;34
2023-04-13;Bago;32;0;55;10;202;2300;35
2023-04-14;Bago;31,5;0;54;10;207;2452;36
2023-04-15;Bago;31,9;0;52;10;214;2563;37
2023-04-16;Bago;31,9;0;54;10;216;2667;38
2023-04-17;Bago;31,9;0;54;10;221;2750;39
2023-04-18;Bago;32,1;0;52;10;223;2950;40
2023-04-19;Bago;31,7;0;58;9;225;2957;41
2023-04-20;Bago;31,9;0;56;9;235;3014;42
2023-04-21;Bago;31,9;0;55;8;12;55;1
2023-04-22;Bago;32,2;0;56;8;19;75;2
2023-04-23;Bago;32,4;0,5;55;9;20;109;3
2023-04-24;Bago;32,8;0,8;45;9;27;129;4
2023-04-25;Bago;33,5;1,6;43;9;30;149;5
2023-04-26;Bago;33,6;1;43;9;35;171;6
2023-04-27;Bago;33,2;3,7;43;9;40;215;7
2023-04-28;Bago;33;0;47;10;43;247;8
2023-04-29;Bago;32,8;0;48;10;44;257;9
2023-04-30;Bago;32,9;0;50;10;48;343;10
2023-05-01;Bago;32,9;0,1;47;8;54;361;11
2023-05-02;Bago;32,6;2,2;51;8;57;403;12
2023-05-03;Bago;32,7;0,4;50;8;70;447;13
2023-05-04;Bago;33,5;0;46;10;72;561;14
2023-05-05;Bago;33,6;0;48;10;74;585;15
2023-05-06;Bago;33,5;0;54;9;83;616;16
2023-05-07;Bago;33,9;0;56;9;90;703;17
2023-05-08;Bago;34,5;0;53;10;95;721;18
2023-05-09;Bago;33,2;0,5;52;8;102;821;19
2023-05-10;Bago;31,5;4;57;8;104;836;20
2023-05-11;Bago;31,4;11,55;62;8;104;1054;21
2023-05-12;Bago;27,5;34,85;80;7;105;1165;22
2023-05-13;Bago;27,4;27,75;81;7;129;1218;23
2023-05-14;Bago;28,3;20,2;72;7;136;1341;24
2023-05-15;Bago;28,4;10,3;68;7;145;1432;25
2023-05-16;Bago;28,6;6,5;72;7;151;1477;26
2023-05-17;Bago;29,5;5,8;68;7;155;1618;27
2023-05-18;Bago;30,5;1,05;64;8;158;1677;28
2023-05-19;Bago;30,4;0,6;64;8;168;1681;29
2023-05-20;Bago;30,7;0;65;8;172;1716;30
2023-05-21;Bago;30,9;1,4;64;8;180;1759;31
2023-05-22;Bago;31,4;3,4;60;8;184;2008;32
2023-05-23;Bago;31,1;2,75;62;8;190;2029;33
2023-05-24;Bago;30,9;0,2;62;8;196;2348;34
2023-05-25;Bago;30,5;5;61;8;198;2438;35
2023-05-26;Bago;30,3;6,95;66;8;208;2463;36
2023-05-27;Bago;31,1;6,95;63;8;209;2572;37
2023-05-28;Bago;31,8;1;58;8;216;2656;38
2023-05-29;Bago;29,9;6,9;66;7;220;2885;39
2023-05-30;Bago;29,5;4,3;68;7;221;2964;40
2023-05-31;Bago;30,2;7,8;59;7;228;3066;41
2023-06-01;Bago;30;0,3;68;8;233;3204;42
2023-06-02;Bago;29,2;14,3;67;7;12;55;1
2023-06-03;Bago;29,4;3,2;66;7;16;83;2
2023-06-04;Bago;28,4;14;70;7;24;97;3
2023-06-05;Bago;28,1;19,1;65;7;25;127;4
2023-06-06;Bago;27,5;16,7;82;7;27;144;5
2023-06-07;Bago;27,5;14,7;72;7;34;168;6
2023-06-08;Bago;27,3;1,9;81;7;35;208;7
2023-06-09;Bago;27,3;9,6;75;7;38;255;8
2023-06-10;Bago;26,5;47;71;6;40;310;9
2023-06-11;Bago;27,4;12,9;77;7;54;349;10
2023-06-12;Bago;26,6;31;77;6;60;355;11
2023-06-13;Bago;26,1;58,7;79;6;61;439;12
2023-06-14;Bago;26,1;32,5;85;6;69;505;13
2023-06-15;Bago;27,1;8,3;80;7;72;527;14
2023-06-16;Bago;28,3;1,7;77;7;74;580;15
2023-06-17;Bago;28,4;21,2;79;7;87;700;16
2023-06-18;Bago;27,8;17,3;76;7;92;737;17
2023-06-19;Bago;25,9;24,8;90;6;97;793;18
2023-06-20;Bago;25,5;29,7;89;6;98;823;19
2023-06-21;Bago;26;19,5;83;6;112;866;20
2023-06-22;Bago;27,2;14,2;81;7;118;980;21
2023-06-23;Bago;26,4;15,6;85;7;123;1005;22
2023-06-24;Bago;26,3;23,5;86;6;124;1140;23
2023-06-25;Bago;26,1;5,2;81;6;126;1322;24
2023-06-26;Bago;27;18,9;80;7;130;1438;25
2023-06-27;Bago;26,8;32,8;85;6;134;1532;26
2023-06-28;Bago;28,2;11,2;78;7;138;1601;27
2023-06-29;Bago;28,8;8,4;76;7;157;1609;28
2023-06-30;Bago;28,5;12,6;79;7;161;1622;29
2023-07-01;Bago;28,8;7,38;76;7;173;1770;30
2023-07-02;Bago;28,1;13,28;77;7;178;1816;31
2023-07-03;Bago;27,1;13,3;82;6;187;1964;32
2023-07-04;Bago;25,3;52,8;93;6;190;2050;33
2023-07-05;Bago;24,8;25,33;95;6;192;2259;34
2023-07-06;Bago;25,5;10,3;91;6;202;2344;35
2023-07-07;Bago;27,2;12,4;84;7;204;2466;36
2023-07-08;Bago;28,6;4,5;79;7;208;2656;37
2023-07-09;Bago;28,5;8,68;80;7;213;2701;38
2023-07-10;Bago;27,6;23,65;80;7;219;2821;39
2023-07-11;Bago;26,3;15,15;88;6;220;2827;40
2023-07-12;Bago;26,2;11,2;88;7;227;2921;41
2023-07-13;Bago;26,2;24,7;89;6;235;3122;42
2023-07-14;Bago;26,1;24,63;89;6;12;62;1
2023-07-15;Bago;26,7;20,5;84;7;18;83;2
2023-07-16;Bago;27,2;24,03;83;6;22;108;3
2023-07-17;Bago;26,9;21,6;85;6;23;116;4
2023-07-18;Bago;27,3;13,4;82;7;29;145;5
2023-07-19;Bago;27,1;21,43;82;7;34;191;6
2023-07-20;Bago;26,1;21,2;89;6;39;227;7
2023-07-21;Bago;26,6;7,63;87;7;40;263;8
2023-07-22;Bago;27,9;12;81;7;42;311;9
2023-07-23;Bago;27,8;9,28;82;7;51;355;10
2023-07-24;Bago;27,8;14,4;80;7;58;379;11
2023-07-25;Bago;27,1;9,3;81;6;62;441;12
2023-07-26;Bago;27,5;21,23;81;7;63;498;13
2023-07-27;Bago;27,9;14,4;81;7;71;515;14
2023-07-28;Bago;28;11;80;7;73;528;15
2023-07-29;Bago;27,5;21,68;84;7;87;696;16
2023-07-30;Bago;25,3;44,58;96;6;88;745;17
2023-07-31;Bago;26,4;27,3;91;6;94;767;18
2023-08-01;Bago;27;32,05;88;6;96;788;19
2023-08-02;Bago;26,3;31,5;91;6;103;998;20
